"ID","name","namespace","definition"
"GO:0005536","glucose binding","molecular_function","Interacting selectively and non-covalently with the D- or L-enantiomer of glucose."
"GO:0005539","glycosaminoglycan binding","molecular_function","Interacting selectively and non-covalently with any glycan (polysaccharide) containing a substantial proportion of aminomonosaccharide residues."
"GO:0005590","collagen type VII trimer","cellular_component","A collagen homotrimer of alpha1(VII) chains; type VII collagen triple helices form antiparallel dimer, which in turn associate laterally to form anchoring fibrils that connect type IV collagen in the basal lamina to plaques in the underlying connective tissue. It binds laminin."
"GO:0005660","obsolete delta-DNA polymerase cofactor complex","cellular_component","OBSOLETE. A complex of proteins that interacts with delta-DNA polymerase, promoting elongation. In humans it is a heteropentamer of subunits of 140/145, 40, 38, 37 and 36.5 kDa, which form a complex with the proliferating cell nuclear antigen (PCNA) in the presence of ATP."
"GO:0005663","DNA replication factor C complex","cellular_component","A complex that loads the DNA polymerase processivity factor proliferating cell nuclear antigen (PCNA) onto DNA, thereby permitting processive DNA synthesis catalyzed by DNA polymerase. In eukaryotes the complex consists of five polypeptides."
"GO:0005790","smooth endoplasmic reticulum","cellular_component","The smooth endoplasmic reticulum (smooth ER or SER) has no ribosomes attached to it. The smooth ER is the recipient of the proteins synthesized in the rough ER. Those proteins to be exported are passed to the Golgi complex, the resident proteins are returned to the rough ER and the lysosomal proteins after phosphorylation of their mannose residues are passed to the lysosomes. Glycosylation of the glycoproteins also continues. The smooth ER is the site of synthesis of lipids, including the phospholipids. The membranes of the smooth ER also contain enzymes that catalyze a series of reactions to detoxify both lipid-soluble drugs and harmful products of metabolism. Large quantities of certain compounds such as phenobarbital cause an increase in the amount of the smooth ER."
"GO:0005827","polar microtubule","cellular_component","Any of the spindle microtubules that come from each pole and overlap at the spindle midzone. This interdigitating structure consisting of antiparallel microtubules is responsible for pushing the poles of the spindle apart."
"GO:0006002","fructose 6-phosphate metabolic process","biological_process","The chemical reactions and pathways involving fructose 6-phosphate, also known as F6P. The D-enantiomer is an important intermediate in glycolysis, gluconeogenesis, and fructose metabolism."
"GO:0006003","fructose 2,6-bisphosphate metabolic process","biological_process","The chemical reactions and pathways involving fructose 2,6-bisphosphate. The D enantiomer is an important regulator of the glycolytic and gluconeogenic pathways. It inhibits fructose 1,6-bisphosphatase and activates phosphofructokinase."
"GO:0006004","fucose metabolic process","biological_process","The chemical reactions and pathways involving fucose, or 6-deoxygalactose, which has two enantiomers, D-fucose and L-fucose."
"GO:0006108","malate metabolic process","biological_process","The chemical reactions and pathways involving malate, the anion of hydroxybutanedioic acid, a chiral hydroxydicarboxylic acid. The (+) enantiomer is an important intermediate in metabolism as a component of both the TCA cycle and the glyoxylate cycle."
"GO:0006148","inosine catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of inosine, hypoxanthine riboside, a nucleoside found free but not in combination in nucleic acids except in the anticodons of some tRNAs."
"GO:0006558","L-phenylalanine metabolic process","biological_process","The chemical reactions and pathways involving L-phenylalanine, the L-enantiomer of 2-amino-3-phenylpropanoic acid, i.e. (2S)-2-amino-3-phenylpropanoic acid."
"GO:0006563","L-serine metabolic process","biological_process","The chemical reactions and pathways involving L-serine, the L-enantiomer of serine, i.e. (2S)-2-amino-3-hydroxypropanoic acid."
"GO:0006564","L-serine biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of L-serine, the L-enantiomer of serine, i.e. (2S)-2-amino-3-hydroxypropanoic acid."
"GO:0006565","L-serine catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of L-serine, the L-enantiomer of serine, i.e. (2S)-2-amino-3-hydroxypropanoic acid."
"GO:0006589","octopamine biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of octopamine, 1-(p-hydroxyphenyl)-2-aminoethanol. The D enantiomer is about one-tenth as active as norepinephrine and is found in the salivary glands of Octopus and Eledone species."
"GO:0006749","glutathione metabolic process","biological_process","The chemical reactions and pathways involving glutathione, the tripeptide glutamylcysteinylglycine, which acts as a coenzyme for some enzymes and as an antioxidant in the protection of sulfhydryl groups in enzymes and other proteins; it has a specific role in the reduction of hydrogen peroxide (H2O2) and oxidized ascorbate, and it participates in the gamma-glutamyl cycle."
"GO:0006750","glutathione biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of glutathione, the tripeptide glutamylcysteinylglycine, which acts as a coenzyme for some enzymes and as an antioxidant in the protection of sulfhydryl groups in enzymes and other proteins."
"GO:0006751","glutathione catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of glutathione, the tripeptide glutamylcysteinylglycine, which acts as a coenzyme for some enzymes and as an antioxidant in the protection of sulfhydryl groups in enzymes and other proteins."
"GO:0006768","biotin metabolic process","biological_process","The chemical reactions and pathways involving biotin, cis-tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid; the (+) enantiomer is very widely distributed in cells and serves as a carrier in a number of enzymatic beta-carboxylation reactions."
"GO:0006910","phagocytosis, recognition","biological_process","The initial step in phagocytosis involving adhesion to bacteria, immune complexes and other particulate matter, or an apoptotic cell and based on recognition of factors such as bacterial cell wall components, opsonins like complement and antibody or protein receptors and lipids like phosphatidyl serine, and leading to intracellular signaling in the phagocytosing cell."
"GO:0006911","phagocytosis, engulfment","biological_process","The internalization of bacteria, immune complexes and other particulate matter or of an apoptotic cell by phagocytosis, including the membrane and cytoskeletal processes required, which involves one of three mechanisms: zippering of pseudopods around a target via repeated receptor-ligand interactions, sinking of the target directly into plasma membrane of the phagocytosing cell, or induced uptake via an enhanced membrane ruffling of the phagocytosing cell similar to macropinocytosis."
"GO:0006924","activation-induced cell death of T cells","biological_process","A T cell apoptotic process that occurs towards the end of the expansion phase following the initial activation of mature T cells by antigen and is triggered by T cell receptor stimulation and signals transmitted via various surface-expressed members of the TNF receptor family such as Fas ligand, Fas, and TNF and the p55 and p75 TNF receptors."
"GO:0006953","acute-phase response","biological_process","An acute inflammatory response that involves non-antibody proteins whose concentrations in the plasma increase in response to infection or injury of homeothermic animals."
"GO:0006955","immune response","biological_process","Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."
"GO:0006956","complement activation","biological_process","Any process involved in the activation of any of the steps of the complement cascade, which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes; the initial steps of complement activation involve one of three pathways, the classical pathway, the alternative pathway, and the lectin pathway, all of which lead to the terminal complement pathway."
"GO:0006957","complement activation, alternative pathway","biological_process","Any process involved in the activation of any of the steps of the alternative pathway of the complement cascade which allows for the direct killing of microbes and the regulation of other immune processes."
"GO:0006958","complement activation, classical pathway","biological_process","Any process involved in the activation of any of the steps of the classical pathway of the complement cascade which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes."
"GO:0006959","humoral immune response","biological_process","An immune response mediated through a body fluid."
"GO:0006962","male-specific antibacterial humoral response","biological_process","An immune response against bacteria, specific to males and mediated through a body fluid."
"GO:0006963","positive regulation of antibacterial peptide biosynthetic process","biological_process","Any process that activates or increases the frequency, rate, or extent of antibacterial peptide biosynthesis."
"GO:0006964","positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria","biological_process","Any process that activates or increases the frequency, rate, or extent of biosynthesis of antibacterial peptides active against Gram-negative bacteria."
"GO:0006965","positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria","biological_process","Any process that activates or increases the frequency, rate, or extent of biosynthesis of antibacterial peptides active against Gram-positive bacteria."
"GO:0006967","positive regulation of antifungal peptide biosynthetic process","biological_process","Any process that activates or increases the frequency, rate, or extent of antifungal peptide biosynthesis."
"GO:0006968","cellular defense response","biological_process","A defense response that is mediated by cells."
"GO:0007516","hemocyte development","biological_process","The process whose specific outcome is the progression of the hemocyte over time, from its formation to the mature structure. Hemocytes are blood cells associated with a hemocoel (the cavity containing most of the major organs of the arthropod body) which are involved in defense and clotting of hemolymph, but not involved in transport of oxygen."
"GO:0008009","chemokine activity","molecular_function","The function of a family of small chemotactic cytokines; their name is derived from their ability to induce directed chemotaxis in nearby responsive cells. All chemokines possess a number of conserved cysteine residues involved in intramolecular disulfide bond formation. Some chemokines are considered pro-inflammatory and can be induced during an immune response to recruit cells of the immune system to a site of infection, while others are considered homeostatic and are involved in controlling the migration of cells during normal processes of tissue maintenance or development. Chemokines are found in all vertebrates, some viruses and some bacteria."
"GO:0008113","peptide-methionine (S)-S-oxide reductase activity","molecular_function","Catalysis of the reactions: peptide-L-methionine + thioredoxin disulfide + H2O = peptide-L-methionine (S)-S-oxide + thioredoxin, and L-methionine + thioredoxin disulfide + H2O = L-methionine (S)-S-oxide + thioredoxin. Can act on oxidized methionine in peptide linkage with specificity for the S enantiomer. Thioredoxin disulfide is the oxidized form of thioredoxin."
"GO:0008211","glucocorticoid metabolic process","biological_process","The chemical reactions and pathways involving glucocorticoids, hormonal C21 corticosteroids synthesized from cholesterol. Glucocorticoids act primarily on carbohydrate and protein metabolism, and have anti-inflammatory effects."
"GO:0008228","opsonization","biological_process","The process in which a microorganism (or other particulate material) is rendered more susceptible to phagocytosis by coating with an opsonin, a blood serum protein such as a complement component or antibody."
"GO:0008271","secondary active sulfate transmembrane transporter activity","molecular_function","Enables the secondary active transfer of sulfate from one side of a membrane to the other. Secondary active transport is the transfer of a solute across a membrane, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Secondary active transporters include symporters and antiporters."
"GO:0008348","negative regulation of antimicrobial humoral response","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of an antimicrobial humoral response."
"GO:0008431","vitamin E binding","molecular_function","Interacting selectively and non-covalently with vitamin E, tocopherol, which includes a series of eight structurally similar compounds. Alpha-tocopherol is the most active form in humans and is a powerful biological antioxidant."
"GO:0008490","arsenite secondary active transmembrane transporter activity","molecular_function","Enables the transfer of arsenite from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Secondary active transporters include symporters and antiporters."
"GO:0008493","tetracycline transmembrane transporter activity","molecular_function","Enables the transfer of tetracycline from one side of a membrane to the other. Tetracycline is a broad spectrum antibiotic that blocks binding of aminoacyl tRNA to the ribosomes of both Gram-positive and Gram-negative organisms (and those of organelles)."
"GO:0008503","benzodiazepine receptor activity","molecular_function","Combining with benzodiazepines, a class of drugs with hypnotic, anxiolytic, anticonvulsive, amnestic and myorelaxant properties, to initiate a change in cell activity."
"GO:0008518","folate:anion antiporter activity","molecular_function","Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: Folate derivative (out) + anion (in) = folate derivative (in) + anion (out). The Reduced Folate Carrier (RCF(SLC19A1) acts by an antiport mechanism. RCF carries several folate derivatives: MTX, PMX, ratitrexed, pralatrexate, 5-methyl THF, and 5-formyl THF."
"GO:0008658","penicillin binding","molecular_function","Interacting selectively and non-covalently with penicillin, any antibiotic that contains the condensed beta-lactamthiazolidine ring system."
"GO:0008755","O antigen polymerase activity","molecular_function","Catalysis of the polymerization of o-antigen chains. O-antigens are tetra- and pentasaccharide repeat units of the cell walls of Gram-negative bacteria and are a component of lipopolysaccharide."
"GO:0009094","L-phenylalanine biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of L-phenylalanine, the L-enantiomer of 2-amino-3-phenylpropanoic acid, i.e. (2S)-2-amino-3-phenylpropanoic acid."
"GO:0009243","O antigen biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of the O side chain of a lipopolysaccharide, which determines the antigenic specificity of the organism. It is made up of about 50 repeating units of a branched tetrasaccharide."
"GO:0009246","enterobacterial common antigen biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of the enterobacterial common antigen, an acidic polysaccharide containing N-acetyl-D-glucosamine, N-acetyl-D-mannosaminouronic acid, and 4-acetamido-4,6-dideoxy-D-galactose. A major component of the cell wall outer membrane of Gram-negative bacteria."
"GO:0009248","K antigen biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of a K antigen, a capsular polysaccharide antigen carried on the surface of bacterial capsules that masks somatic (O) antigens."
"GO:0009300","antisense RNA transcription","biological_process","The synthesis of antisense RNA, an RNA molecule complementary in sequence to another RNA or DNA molecule, which, by binding the latter, acts to inhibit its function and/or completion of synthesis, on a template of DNA."
"GO:0009307","DNA restriction-modification system","biological_process","A defense process found in many bacteria and archaea that protects the organism from invading foreign DNA by cleaving it with a restriction endonuclease. The organism's own DNA is protected by methylation of a specific nucleotide, which occurs immediately following replication, in the same target site as the restriction enzyme."
"GO:0009374","biotin binding","molecular_function","Interacting selectively and non-covalently with biotin (cis-tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid), the (+) enantiomer of which is very widely distributed in cells and serves as a carrier in a number of enzymatic beta-carboxylation reactions."
"GO:0009386","translational attenuation","biological_process","Translational attenuation is a regulatory mechanism analogous to ribosome-mediated transcriptional attenuation. The system requires the presence of a short ORF, called a leader peptide, encoded in the mRNA upstream of the ribosome-binding site and start codon of the gene whose translation is to be regulated. Certain conditions, such as presence of the antibiotic tetracycline in bacteria or amino acid starvation, may cause slowing or stalling of the ribosome translating the leader peptide. The stalled ribosome masks a region of the mRNA and affects which of two alternative mRNA folded structures will form, therefore controlling whether or not a ribosome will bind and initiate translation of the downstream gene. Translational attenuation is analogous to ribosome-mediated transcriptional attenuation, in which mRNA remodeling caused by ribosome stalling regulates transcriptional termination rather than translational initiation."
"GO:0009553","embryo sac development","biological_process","The process whose specific outcome is the progression of the embryo sac over time, from its formation to the mature structure. The process begins with the meiosis of the megasporocyte to form four haploid megaspores. Three of the megaspores disintegrate, and the fourth undergoes mitosis giving rise to a binucleate syncytial embryo sac. The two haploid nuclei migrate to the opposite poles of the embryo sac and then undergo two rounds of mitosis generating four haploid nuclei at each pole. One nucleus from each set of four migrates to the center of the cell. Cellularization occurs, resulting in an eight-nucleate seven-celled structure. This structure contains two synergid cells and an egg cell at the micropylar end, and three antipodal cells at the other end. A binucleate endosperm mother cell is formed at the center. The two polar nuclei fuse resulting in a mononucleate diploid endosperm mother cell. The three antipodal cells degenerate."
"GO:0009557","antipodal cell differentiation","biological_process","The process in which an uncellularized nucleus cellularizes and acquires the specialized features of an antipodal cell."
"GO:0009558","embryo sac cellularization","biological_process","The process in which the eight-nucleate single celled female gametophyte develops into the seven-celled female gametophyte. This mature structure contains two synergid cells and an egg cell at the micropylar end, and three antipodal cells at the other end. A binucleate endosperm mother cell is formed at the center. An example of this process is found in Arabidopsis thaliana."
"GO:0009561","megagametogenesis","biological_process","The process whose specific outcome is the progression of the embryo sac over time, from its formation as the megaspore to the mature structure. The process begins when three of the four haploid megaspores disintegrate, and the fourth undergoes mitosis giving rise to a binucleate syncytial embryo sac. The two haploid nuclei migrate to the opposite poles of the embryo sac and then undergo two rounds of mitosis generating four haploid nuclei at each pole. One nucleus from each set of four migrates to the center of the cell. Cellularization occurs, resulting in an eight-nucleate seven-celled structure. This structure contains two synergid cells and an egg cell at the micropylar end, and three antipodal cells at the other end. A binucleate endosperm mother cell is formed at the center."
"GO:0009689","induction of phytoalexin biosynthetic process","biological_process","The activation of the chemical reactions and pathways resulting in the formation of phytoalexins, low-molecular mass, lipophilic antimicrobial compounds that accumulate rapidly at sites of incompatible pathogen infection."
"GO:0009700","indole phytoalexin biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of indole phytoalexins, any indole compound produced by plants as part of their defense response."
"GO:0009701","isoflavonoid phytoalexin biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of isoflavonoid phytoalexins, a group of water-soluble phenolic derivatives isomeric with flavonoids that possess antibiotic activity and are produced by plant tissues in response to infection."
"GO:0009716","flavonoid phytoalexin biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of flavonoid phytoalexins, a group of water-soluble phenolic derivatives containing a flavan skeleton, which possess antibiotic activity and are produced by plant tissues in response to infection."
"GO:0009853","photorespiration","biological_process","A light-dependent catabolic process occurring concomitantly with photosynthesis in plants (especially C3 plants) whereby dioxygen (O2) is consumed and carbon dioxide (CO2) is evolved. The substrate is glycolate formed in large quantities in chloroplasts from 2-phosphoglycolate generated from ribulose 1,5-bisphosphate by the action of ribulose-bisphosphate carboxylase; the glycolate enters the peroxisomes where it is converted by glycolate oxidase to glyoxylate which undergoes transamination to glycine. This then passes into the mitochondria where it is decarboxylated forming one molecule of serine for every two molecules of glycine. This pathway also exists in photosynthetic bacteria."
"GO:0010132","dhurrin biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of dhurrin, a cyanogenic glucoside which functions as a plant defense compound."
"GO:0010185","regulation of cellular defense response","biological_process","Any process that modulates the frequency, rate or extent of cellular defense response."
"GO:0010186","positive regulation of cellular defense response","biological_process","Any process that activates or increases the frequency, rate or extent of cellular defense response."
"GO:0010189","vitamin E biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of vitamin E, tocopherol, which includes a series of eight structurally similar compounds. Alpha-tocopherol is the most active form in humans and is a powerful biological antioxidant."
"GO:0010264","myo-inositol hexakisphosphate biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of phytic acid, myo-inositol hexakisphosphate, a regulator of intracellular signaling, a highly abundant animal anti-nutrient and a phosphate and mineral storage compound in plant seeds."
"GO:0010963","regulation of L-arginine import","biological_process","Any process that modulates the frequency, rate or extent of L-arginine import. L-arginine import is the directed movement of L-arginine, the L-enantiomer of 2-amino-5-guanidinopentanoic acid, into a cell or organelle."
"GO:0014004","microglia differentiation","biological_process","The process in which a relatively unspecialized cell acquires specialized features of a microglial cell. Microglia are glial cells that act as the immune cells of the central nervous system. They form part of the supporting structure of this system."
"GO:0015104","antimonite transmembrane transporter activity","molecular_function","Enables the transfer of antimonite from one side of a membrane to the other."
"GO:0015130","mevalonate transmembrane transporter activity","molecular_function","Enables the transfer of mevalonate from one side of a membrane to the other. Mevalonate is the anion of mevalonic acid; its (R)-enantiomer is a strategic intermediate derived from hydroxymethylglutaryl-CoA in the biosynthesis of polyprenyl compounds."
"GO:0015140","malate transmembrane transporter activity","molecular_function","Enables the transfer of malate from one side of a membrane to the other. Malate is a chiral hydroxydicarboxylic acid, hydroxybutanedioic acid. The (+) enantiomer is an important intermediate in metabolism as a component of both the TCA cycle and the glyoxylate cycle."
"GO:0015148","D-xylose transmembrane transporter activity","molecular_function","Enables the transfer of D-xylose from one side of a membrane to the other. D-xylose (the naturally occurring enantiomer is always D-) is a constituent of plant polysaccharides."
"GO:0015150","fucose transmembrane transporter activity","molecular_function","Enables the transfer of fucose from one side of a membrane to the other. Fucose is 6-deoxygalactose and has two enantiomers, D-fucose and L-fucose."
"GO:0015167","arabitol transmembrane transporter activity","molecular_function","Enables the transfer of an arabitol from one side of a membrane to the other. Arabitol is the pentitol derived from arabinose or lyxose by reduction of the aldehyde group. The D enantiomer is present in lichens and mushrooms."
"GO:0015170","propanediol transmembrane transporter activity","molecular_function","Enables the transfer of propanediol from one side of a membrane to the other. Propanediol is a sweet colorless, viscous, hygroscopic liquid used as an antifreeze and in brake fluid; it is also as a humectant in cosmetics and personal care items, although it can be absorbed through the skin with harmful effects."
"GO:0015179","L-amino acid transmembrane transporter activity","molecular_function","Enables the transfer of an L-amino acid from one side of a membrane to the other. L-amino acids are the L-enantiomers of amino acids."
"GO:0015180","L-alanine transmembrane transporter activity","molecular_function","Enables the transfer of L-alanine from one side of a membrane to the other. L-alanine is the L-enantiomer of 2-aminopropanoic acid."
"GO:0015182","L-asparagine transmembrane transporter activity","molecular_function","Enables the transfer of L-asparagine from one side of a membrane to the other. L-asparagine is the L-enantiomer of alpha-aminosuccinamic acid."
"GO:0015194","L-serine transmembrane transporter activity","molecular_function","Enables the transfer of L-serine from one side of a membrane to the other. L-serine is the L-enantiomer of 2-amino-3-hydroxypropanoic acid."
"GO:0015225","biotin transmembrane transporter activity","molecular_function","Enables the transfer of biotin from one side of a membrane to the other. Biotin is cis-tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid; the (+) enantiomer is very widely distributed in cells and serves as a carrier in a number of enzymatic beta-carboxylation reactions."
"GO:0015229","L-ascorbic acid transmembrane transporter activity","molecular_function","Enables the transfer of L-ascorbate from one side of a membrane to the other. L-ascorbate, (2R)-2-[(1S)-1,2-dihydroxyethyl]-4-hydroxy-5-oxo-2,5-dihydrofuran-3-olate, is vitamin C and has co-factor and anti-oxidant activities in many species."
"GO:0015243","cycloheximide transmembrane transporter activity","molecular_function","Enables the transfer of cycloheximide from one side of a membrane to the other.  Cycloheximide is an antibiotic produced by Streptomyces which interferes with protein synthesis in eukaryotes."
"GO:0015244","fluconazole transmembrane transporter activity","molecular_function","Enables the transfer of fluconazole from one side of a membrane to the other. Fluconazole is an antifungal drug used for oral candidiasis and cryptococcal meningitis; it is still under study for treatment of vaginal candidiasis and other fungal infections."
"GO:0015291","secondary active transmembrane transporter activity","molecular_function","Enables the transfer of a solute from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy, not direct ATP coupling. Secondary active transporters include symporters and antiporters."
"GO:0015324","peptide-acetyl-CoA secondary active transmembrane transporter activity","molecular_function","Enables the transfer of peptide-acetyl-CoA from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Secondary active transporters include symporters and antiporters."
"GO:0015328","cystine secondary active transmembrane transporter activity","molecular_function","Enables the transfer of cystine from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Secondary active transporters include symporters and antiporters."
"GO:0015351","bilirubin secondary active transmembrane transporter activity","molecular_function","Enables the transfer of bilirubin from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Secondary active transporters include symporters and antiporters."
"GO:0015355","secondary active monocarboxylate transmembrane transporter activity","molecular_function","Catalysis of the movement of a monocarboxylate, any compound containing a single carboxyl group (COOH or COO-), by uniport, symport or antiport across a membrane by a carrier-mediated mechanism."
"GO:0015381","high-affinity sulfate transmembrane transporter activity","molecular_function","Enables the secondary active high affinity transfer of sulfate from one side of a membrane to the other. Secondary active transport is the transfer of a solute across a membrane, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Secondary active transporters include symporters and antiporters. In high-affinity transport the transporter is able to bind thesolute even if it is only present at very low concentrations."
"GO:0015398","high-affinity secondary active ammonium transmembrane transporter activity","molecular_function","Enables the transfer of ammonium from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Secondary active transporters include symporters and antiporters. In high-affinity transport the transporter is able to bind the solute even if it is only present at very low concentrations."
"GO:0015400","low-affinity secondary active ammonium transmembrane transporter activity","molecular_function","Enables the transfer of ammonium from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Secondary active transporters include symporters and antiporters. In low-affinity transport the transporter is able to bind the solute only if it is present at very high concentrations."
"GO:0015433","ABC-type peptide antigen transporter activity","molecular_function","Catalysis of the reaction: peptide antigen(in) + ATP = peptide antigen(out) + ADP + phosphate."
"GO:0015470","obsolete bacteriocin activity","molecular_function","OBSOLETE. Polypeptide antibiotic secreted by bacteria and able to kill bacteria of susceptible strains after absorption by specific cell surface receptor."
"GO:0015545","bicyclomycin transmembrane transporter activity","molecular_function","Enables the transfer of bicyclomycin from one side of a membrane to the other. Bicyclomycin (or bicozamycin) is an antibacterial drug often used as a livestock feed additive."
"GO:0015546","sulfathiazole transmembrane transporter activity","molecular_function","Enables the transfer of sulfathiazole from one side of a membrane to the other. Sulfathiazole is an antibacterial agent of the sulfonamide group."
"GO:0015547","nalidixic acid transmembrane transporter activity","molecular_function","Enables the transfer of nalidixic acid from one side of a membrane to the other. Nalidixic acid is a synthetic antibiotic that interferes with DNA gyrase and inhibits prokaryotic replication."
"GO:0015554","tartrate transmembrane transporter activity","molecular_function","Enables the transfer of tartrate from one side of a membrane to the other. Tartrate is the anion of 2,3-dihydroxybutanedioic acid, one of the aldaric acids. The L(+) enantiomer occurs widely in plants, especially in grape juice, and in fungi and bacteria."
"GO:0015558","secondary active p-aminobenzoyl-glutamate transmembrane transporter activity","molecular_function","Enables the transfer of p-aminobenzoyl-glutamate from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Secondary active transporters include symporters and antiporters. p-aminobenzoyl-glutamate is the anion of p-aminobenzoyl-glutamic acid."
"GO:0015566","acriflavine transmembrane transporter activity","molecular_function","Enables the directed movement of acriflavin from one side of a membrane to the other. Acriflavin is a fluorescent dye used as a local antiseptic and also as a biological stain. It intercalates into nucleic acids thereby inhibiting bacterial and viral replication."
"GO:0015626","L-diaminopimelate transmembrane transporter activity","molecular_function","Enables the transfer of L-diaminopimelate from one side of a membrane to the other. L-diaminopimelate is the L-enantiomer anion of 2,6-diaminoheptanedioic acid."
"GO:0015699","antimonite transport","biological_process","The directed movement of antimonite into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0015753","D-xylose transmembrane transport","biological_process","The process in which D-xylose is transported across a lipid bilayer, from one side of a membrane to the other. D-xylose (the naturally occurring enantiomer is always D-) is a constituent of plant polysaccharides."
"GO:0015756","fucose transmembrane transport","biological_process","The process in which fucose is transported across a lipid bilayer, from one side of a membrane to the other. Fucose is 6-deoxygalactose and has two enantiomers, D-fucose and L-fucose."
"GO:0015792","arabinitol transmembrane transport","biological_process","The process in which arabitol is transported across a lipid bilayer, from one side of a membrane to the other. Arabitol is the pentitol derived from arabinose or lyxose by reduction of the aldehyde group. The D enantiomer is present in lichens and mushrooms."
"GO:0015799","propanediol transport","biological_process","The directed movement of propanediol into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Propanediol is a sweet colorless, viscous, hygroscopic liquid used as an antifreeze and in brake fluid; it is also as a humectant in cosmetics and personal care items, although it can be absorbed through the skin with harmful effects."
"GO:0015807","L-amino acid transport","biological_process","The directed movement of L-enantiomer amino acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0015808","L-alanine transport","biological_process","The directed movement of L-alanine, the L-enantiomer of 2-aminopropanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0015825","L-serine transport","biological_process","The directed movement of L-serine, the L-enantiomer of 2-amino-3-hydroxypropanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0015878","biotin transport","biological_process","The directed movement of biotin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Biotin is cis-tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid; the (+) enantiomer is very widely distributed in cells and serves as a carrier in a number of enzymatic beta-carboxylation reactions."
"GO:0015882","L-ascorbic acid transmembrane transport","biological_process","The process in which L-ascorbic acid is transported across a lipid bilayer, from one side of a membrane to the other. L-ascorbate, (2R)-2-[(1S)-1,2-dihydroxyethyl]-4-hydroxy-5-oxo-2,5-dihydrofuran-3-olate, is vitamin C and has co-factor and anti-oxidant activities in many species."
"GO:0015894","acriflavine transport","biological_process","The directed movement of acriflavine into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Acriflavine is a fluorescent dye used as a local antiseptic and also as a biological stain. It intercalates into nucleic acids thereby inhibiting bacterial and viral replication."
