"ID","name","namespace","definition"
"GO:0002811","negative regulation of antifungal peptide biosynthetic process","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of antifungal peptide biosynthesis."
"GO:0002812","biosynthetic process of antibacterial peptides active against Gram-negative bacteria","biological_process","The chemical reactions and pathways resulting in the formation of an antibacterial peptide with activity against Gram-negative bacteria."
"GO:0002813","regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria","biological_process","Any process that modulates the frequency, rate, or extent of biosynthesis of antibacterial peptides active against Gram-negative bacteria."
"GO:0002814","negative regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of biosynthesis of antibacterial peptides active against Gram-negative bacteria."
"GO:0002815","biosynthetic process of antibacterial peptides active against Gram-positive bacteria","biological_process","The chemical reactions and pathways resulting in the formation of an antibacterial peptide with activity against Gram-positive bacteria."
"GO:0002816","regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria","biological_process","Any process that modulates the frequency, rate, or extent of biosynthesis of antibacterial peptides active against Gram-positive bacteria."
"GO:0002817","negative regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of biosynthesis of antibacterial peptides active against Gram-positive bacteria."
"GO:0002819","regulation of adaptive immune response","biological_process","Any process that modulates the frequency, rate, or extent of an adaptive immune response."
"GO:0002820","negative regulation of adaptive immune response","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of an adaptive immune response."
"GO:0002821","positive regulation of adaptive immune response","biological_process","Any process that activates or increases the frequency, rate, or extent of an adaptive immune response."
"GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","biological_process","Any process that modulates the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."
"GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."
"GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","biological_process","Any process that activates or increases the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."
"GO:0002825","regulation of T-helper 1 type immune response","biological_process","Any process that modulates the frequency, rate, or extent of a T-helper 1 type immune response."
"GO:0002826","negative regulation of T-helper 1 type immune response","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of a T-helper 1 type immune response."
"GO:0002827","positive regulation of T-helper 1 type immune response","biological_process","Any process that activates or increases the frequency, rate, or extent of a T-helper 1 type immune response."
"GO:0002828","regulation of type 2 immune response","biological_process","Any process that modulates the frequency, rate, or extent of a type 2 immune response."
"GO:0002829","negative regulation of type 2 immune response","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of a type 2 immune response."
"GO:0002830","positive regulation of type 2 immune response","biological_process","Any process that activates or increases the frequency, rate, or extent of a type 2 immune response."
"GO:0002837","regulation of immune response to tumor cell","biological_process","Any process that modulates the frequency, rate, or extent of an immune response to tumor cell."
"GO:0002838","negative regulation of immune response to tumor cell","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune response to tumor cell."
"GO:0002839","positive regulation of immune response to tumor cell","biological_process","Any process that activates or increases the frequency, rate, or extent of an immune response to tumor cell."
"GO:0002840","regulation of T cell mediated immune response to tumor cell","biological_process","Any process that modulates the frequency, rate, or extent of a T cell mediated immune response to tumor cell."
"GO:0002841","negative regulation of T cell mediated immune response to tumor cell","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of a T cell mediated immune response to tumor cell."
"GO:0002842","positive regulation of T cell mediated immune response to tumor cell","biological_process","Any process that activates or increases the frequency, rate, or extent of a T cell mediated immune response to tumor cell."
"GO:0002855","regulation of natural killer cell mediated immune response to tumor cell","biological_process","Any process that modulates the frequency, rate, or extent of natural killer cell mediated immune response to a tumor cell."
"GO:0002856","negative regulation of natural killer cell mediated immune response to tumor cell","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of natural killer cell mediated immune response to a tumor cell."
"GO:0002857","positive regulation of natural killer cell mediated immune response to tumor cell","biological_process","Any process that activates or increases the frequency, rate, or extent of natural killer cell mediated immune response to a tumor cell."
"GO:0002886","regulation of myeloid leukocyte mediated immunity","biological_process","Any process that modulates the frequency, rate, or extent of myeloid leukocyte mediated immunity."
"GO:0002887","negative regulation of myeloid leukocyte mediated immunity","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of myeloid leukocyte mediated immunity."
"GO:0002888","positive regulation of myeloid leukocyte mediated immunity","biological_process","Any process that activates or increases the frequency, rate, or extent of myeloid leukocyte mediated immunity."
"GO:0002889","regulation of immunoglobulin mediated immune response","biological_process","Any process that modulates the frequency, rate, or extent of an immunoglobulin mediated immune response."
"GO:0002890","negative regulation of immunoglobulin mediated immune response","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of an immunoglobulin mediated immune response."
"GO:0002891","positive regulation of immunoglobulin mediated immune response","biological_process","Any process that activates or increases the frequency, rate, or extent of an immunoglobulin mediated immune response."
"GO:0002920","regulation of humoral immune response","biological_process","Any process that modulates the frequency, rate, or extent of a humoral immune response."
"GO:0002921","negative regulation of humoral immune response","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of a humoral immune response."
"GO:0002922","positive regulation of humoral immune response","biological_process","Any process that activates or increases the frequency, rate, or extent of a humoral immune response."
"GO:0002923","regulation of humoral immune response mediated by circulating immunoglobulin","biological_process","Any process that modulates the frequency, rate, or extent of a humoral immune response mediated by circulating immunoglobulin."
"GO:0002924","negative regulation of humoral immune response mediated by circulating immunoglobulin","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of a humoral immune response mediated by circulating immunoglobulin."
"GO:0002925","positive regulation of humoral immune response mediated by circulating immunoglobulin","biological_process","Any process that activates or increases the frequency, rate, or extent of a humoral immune response mediated by circulating immunoglobulin."
"GO:0003793","obsolete defense/immunity protein activity","molecular_function","OBSOLETE. Any activity that plays a role in the defense/immune response of an organism against infection and disease."
"GO:0003800","obsolete antiviral response protein activity","molecular_function","OBSOLETE. A protein involved in an antiviral response."
"GO:0003823","antigen binding","molecular_function","Interacting selectively and non-covalently with an antigen, any substance which is capable of inducing a specific immune response and of reacting with the products of that response, the specific antibody or specifically sensitized T-lymphocytes, or both. Binding may counteract the biological activity of the antigen."
"GO:0004950","chemokine receptor activity","molecular_function","Combining with a chemokine, and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity. Chemokines are a family of small chemotactic cytokines; their name is derived from their ability to induce directed chemotaxis in nearby responsive cells. All chemokines possess a number of conserved cysteine residues involved in intramolecular disulfide bond formation. Some chemokines are considered pro-inflammatory and can be induced during an immune response to recruit cells of the immune system to a site of infection, while others are considered homeostatic and are involved in controlling the migration of cells during normal processes of tissue maintenance or development. Chemokines are found in all vertebrates, some viruses and some bacteria."
"GO:0005520","insulin-like growth factor binding","molecular_function","Interacting selectively and non-covalently with an insulin-like growth factor, any member of a group of polypeptides that are structurally homologous to insulin and share many of its biological activities, but are immunologically distinct from it."
"GO:0006910","phagocytosis, recognition","biological_process","The initial step in phagocytosis involving adhesion to bacteria, immune complexes and other particulate matter, or an apoptotic cell and based on recognition of factors such as bacterial cell wall components, opsonins like complement and antibody or protein receptors and lipids like phosphatidyl serine, and leading to intracellular signaling in the phagocytosing cell."
"GO:0006911","phagocytosis, engulfment","biological_process","The internalization of bacteria, immune complexes and other particulate matter or of an apoptotic cell by phagocytosis, including the membrane and cytoskeletal processes required, which involves one of three mechanisms: zippering of pseudopods around a target via repeated receptor-ligand interactions, sinking of the target directly into plasma membrane of the phagocytosing cell, or induced uptake via an enhanced membrane ruffling of the phagocytosing cell similar to macropinocytosis."
"GO:0006955","immune response","biological_process","Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."
"GO:0006956","complement activation","biological_process","Any process involved in the activation of any of the steps of the complement cascade, which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes; the initial steps of complement activation involve one of three pathways, the classical pathway, the alternative pathway, and the lectin pathway, all of which lead to the terminal complement pathway."
"GO:0006957","complement activation, alternative pathway","biological_process","Any process involved in the activation of any of the steps of the alternative pathway of the complement cascade which allows for the direct killing of microbes and the regulation of other immune processes."
"GO:0006958","complement activation, classical pathway","biological_process","Any process involved in the activation of any of the steps of the classical pathway of the complement cascade which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes."
"GO:0006959","humoral immune response","biological_process","An immune response mediated through a body fluid."
"GO:0006962","male-specific antibacterial humoral response","biological_process","An immune response against bacteria, specific to males and mediated through a body fluid."
"GO:0006963","positive regulation of antibacterial peptide biosynthetic process","biological_process","Any process that activates or increases the frequency, rate, or extent of antibacterial peptide biosynthesis."
"GO:0006964","positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria","biological_process","Any process that activates or increases the frequency, rate, or extent of biosynthesis of antibacterial peptides active against Gram-negative bacteria."
"GO:0006965","positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria","biological_process","Any process that activates or increases the frequency, rate, or extent of biosynthesis of antibacterial peptides active against Gram-positive bacteria."
"GO:0006967","positive regulation of antifungal peptide biosynthetic process","biological_process","Any process that activates or increases the frequency, rate, or extent of antifungal peptide biosynthesis."
"GO:0006968","cellular defense response","biological_process","A defense response that is mediated by cells."
"GO:0007516","hemocyte development","biological_process","The process whose specific outcome is the progression of the hemocyte over time, from its formation to the mature structure. Hemocytes are blood cells associated with a hemocoel (the cavity containing most of the major organs of the arthropod body) which are involved in defense and clotting of hemolymph, but not involved in transport of oxygen."
"GO:0008009","chemokine activity","molecular_function","The function of a family of small chemotactic cytokines; their name is derived from their ability to induce directed chemotaxis in nearby responsive cells. All chemokines possess a number of conserved cysteine residues involved in intramolecular disulfide bond formation. Some chemokines are considered pro-inflammatory and can be induced during an immune response to recruit cells of the immune system to a site of infection, while others are considered homeostatic and are involved in controlling the migration of cells during normal processes of tissue maintenance or development. Chemokines are found in all vertebrates, some viruses and some bacteria."
"GO:0008348","negative regulation of antimicrobial humoral response","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of an antimicrobial humoral response."
"GO:0009307","DNA restriction-modification system","biological_process","A defense process found in many bacteria and archaea that protects the organism from invading foreign DNA by cleaving it with a restriction endonuclease. The organism's own DNA is protected by methylation of a specific nucleotide, which occurs immediately following replication, in the same target site as the restriction enzyme."
"GO:0009689","induction of phytoalexin biosynthetic process","biological_process","The activation of the chemical reactions and pathways resulting in the formation of phytoalexins, low-molecular mass, lipophilic antimicrobial compounds that accumulate rapidly at sites of incompatible pathogen infection."
"GO:0009700","indole phytoalexin biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of indole phytoalexins, any indole compound produced by plants as part of their defense response."
"GO:0010132","dhurrin biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of dhurrin, a cyanogenic glucoside which functions as a plant defense compound."
"GO:0010185","regulation of cellular defense response","biological_process","Any process that modulates the frequency, rate or extent of cellular defense response."
"GO:0010186","positive regulation of cellular defense response","biological_process","Any process that activates or increases the frequency, rate or extent of cellular defense response."
"GO:0014004","microglia differentiation","biological_process","The process in which a relatively unspecialized cell acquires specialized features of a microglial cell. Microglia are glial cells that act as the immune cells of the central nervous system. They form part of the supporting structure of this system."
"GO:0015244","fluconazole transmembrane transporter activity","molecular_function","Enables the transfer of fluconazole from one side of a membrane to the other. Fluconazole is an antifungal drug used for oral candidiasis and cryptococcal meningitis; it is still under study for treatment of vaginal candidiasis and other fungal infections."
"GO:0015545","bicyclomycin transmembrane transporter activity","molecular_function","Enables the transfer of bicyclomycin from one side of a membrane to the other. Bicyclomycin (or bicozamycin) is an antibacterial drug often used as a livestock feed additive."
"GO:0015546","sulfathiazole transmembrane transporter activity","molecular_function","Enables the transfer of sulfathiazole from one side of a membrane to the other. Sulfathiazole is an antibacterial agent of the sulfonamide group."
"GO:0015903","fluconazole transport","biological_process","The directed movement of fluconazole into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Fluconazole is an antifungal drug used for oral candidiasis and cryptococcal meningitis; it is still under study for treatment of vaginal candidiasis and other fungal infections."
"GO:0015905","bicyclomycin transmembrane transport","biological_process","The directed movement of bicyclomycin across a lipid bilayer, from one side of a membrane to the other. Bicyclomycin (or bicozamycin) is an antibacterial drug often used as a livestock feed additive."
"GO:0016019","peptidoglycan immune receptor activity","molecular_function","Combining with a peptidoglycan and transmitting the signal to initiate an innate immune response."
"GO:0016064","immunoglobulin mediated immune response","biological_process","An immune response mediated by immunoglobulins, whether cell-bound or in solution."
"GO:0016065","obsolete humoral defense mechanism (sensu Protostomia)","biological_process","OBSOLETE. The specific immune response mediated by antibodies. As in, but not restricted to, the taxon Protostomia (Protostomia, ncbi_taxonomy_id:33317)."
"GO:0016521","pituitary adenylate cyclase activating polypeptide activity","molecular_function","The action characteristic of pituitary adenylate cyclase activating polypeptide, a peptide produced in the hypothalamus that binds to receptors to exert pleiotropic effects including control of neurotransmitter release, vasodilation, bronchodilation, activation of intestinal motility, increase in insulin and histamine secretion, immune modulation, and stimulation of cell proliferation and differentiation."
"GO:0018921","3-hydroxybenzyl alcohol metabolic process","biological_process","The chemical reactions and pathways involving 3-hydroxybenzyl alcohol, an aromatic compound which is an intermediate in several metabolic pathways, including the biosynthesis of patulin, a toxin and antiviral agent produced by some moulds such as Penicillium patulinum."
"GO:0019044","maintenance of viral latency","biological_process","The perpetuation of a latent state, generally by repressing the viruses own lytic genes expression and ensuring expression of viral genes which function to keep the viral genome from being detected by the host defense mechanisms."
"GO:0019049","mitigation of host defenses by virus","biological_process","A process by which a virus avoids or tolerates the effects of its host organism's defenses. Host defenses may be induced by the presence of the virus or may be preformed (e.g. physical barriers). The host is defined as the larger of the organisms involved in a symbiotic interaction."
"GO:0019724","B cell mediated immunity","biological_process","Any process involved with the carrying out of an immune response by a B cell, through, for instance, the production of antibodies or cytokines, or antigen presentation to T cells."
"GO:0019730","antimicrobial humoral response","biological_process","An immune response against microbes mediated through a body fluid. Examples of this process are seen in the antimicrobial humoral response of Drosophila melanogaster and Mus musculus."
"GO:0019731","antibacterial humoral response","biological_process","An immune response against bacteria mediated through a body fluid. Examples of this process are the antibacterial humoral responses in Mus musculus and Drosophila melanogaster."
"GO:0019732","antifungal humoral response","biological_process","An immune response against a fungus mediated through a body fluid. An example of this process is the antifungal humoral response in Drosophila melanogaster."
"GO:0019956","chemokine binding","molecular_function","Interacting selectively and non-covalently with a chemokine. Chemokines are a family of small chemotactic cytokines; their name is derived from their ability to induce directed chemotaxis in nearby responsive cells. All chemokines possess a number of conserved cysteine residues involved in intramolecular disulfide bond formation. Some chemokines are considered pro-inflammatory and can be induced during an immune response to recruit cells of the immune system to a site of infection, while others are considered homeostatic and are involved in controlling the migration of cells during normal processes of tissue maintenance or development. Chemokines are found in all vertebrates, some viruses and some bacteria."
"GO:0019961","interferon binding","molecular_function","Interacting selectively and non-covalently with an interferon, a protein produced by the immune systems of many animals in response to a challenge by a foreign agent."
"GO:0020033","antigenic variation","biological_process","Any process involved in the biological strategy of changing antigenic determinants on the surface that are exposed to another organism's immune system."
"GO:0030105","obsolete anaphylaxis","biological_process","OBSOLETE. Extreme immunological sensitivity of the body or tissues to the reintroduction of an antigen. It is a form of anamnestic reaction and is accompanied by pathological changes in tissues or organs due to the release of pharmacologically active substances."
"GO:0030183","B cell differentiation","biological_process","The process in which a precursor cell type acquires the specialized features of a B cell. A B cell is a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."
"GO:0030682","mitigation of host defenses by symbiont","biological_process","A process by which an organism avoids or tolerates the effects of its host organism's defense response. The host defense response is mounted by the host in response to the presence of the organism. The host is defined as the larger of the organisms involved in a symbiotic interaction."
"GO:0030683","mitigation of host immune response by virus","biological_process","A process by which a virus avoids the effects of the host organism's immune response. The host is defined as the larger of the organisms involved in a symbiotic interaction."
"GO:0030851","granulocyte differentiation","biological_process","The process in which a myeloid precursor cell acquires the specialized features of a granulocyte. Granulocytes are a class of leukocytes characterized by the presence of granules in their cytoplasm. These cells are active in allergic immune reactions such as arthritic inflammation and rashes. This class includes basophils, eosinophils and neutrophils."
"GO:0031347","regulation of defense response","biological_process","Any process that modulates the frequency, rate or extent of a defense response."
"GO:0031348","negative regulation of defense response","biological_process","Any process that stops, prevents, or reduces the frequency, rate or extent of a defense response."
"GO:0031349","positive regulation of defense response","biological_process","Any process that activates or increases the frequency, rate or extent of a defense response."
"GO:0031663","lipopolysaccharide-mediated signaling pathway","biological_process","A series of molecular signals initiated by the binding of a lipopolysaccharide (LPS) to a receptor on the surface of a target cell, and ending with regulation of a downstream cellular process, e.g. transcription. Lipopolysaccharides are major components of the outer membrane of Gram-negative bacteria, making them prime targets for recognition by the immune system."
"GO:0031960","response to corticosteroid","biological_process","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a corticosteroid hormone stimulus. A corticosteroid is a steroid hormone that is produced in the adrenal cortex. Corticosteroids are involved in a wide range of physiologic systems such as stress response, immune response and regulation of inflammation, carbohydrate metabolism, protein catabolism, blood electrolyte levels, and behavior. They include glucocorticoids and mineralocorticoids."
"GO:0032598","B cell receptor transport into immunological synapse","biological_process","The directed movement of a B cell receptor into an immunological synapse."
"GO:0032602","chemokine production","biological_process","The appearance of a chemokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. All chemokines possess a number of conserved cysteine residues involved in intramolecular disulfide bond formation. Some chemokines are considered pro-inflammatory and can be induced during an immune response to recruit cells of the immune system to a site of infection, while others are considered homeostatic and are involved in controlling the migration of cells during normal processes of tissue maintenance or development. Chemokines are found in all vertebrates, some viruses and some bacteria."
"GO:0032820","regulation of natural killer cell proliferation involved in immune response","biological_process","Any process that modulates the frequency, rate or extent of natural killer cell proliferation as part of an immune response."
"GO:0032821","negative regulation of natural killer cell proliferation involved in immune response","biological_process","Any process that stops, prevents, or reduces the frequency, rate or extent of natural killer cell proliferation as part of an immune response."
"GO:0032822","positive regulation of natural killer cell proliferation involved in immune response","biological_process","Any process that activates or increases the frequency, rate or extent of natural killer cell proliferation as part of an immune response."
"GO:0032826","regulation of natural killer cell differentiation involved in immune response","biological_process","Any process that modulates the frequency, rate or extent of natural killer cell differentiation as part of an immune response."
"GO:0032827","negative regulation of natural killer cell differentiation involved in immune response","biological_process","Any process that stops, prevents, or reduces the frequency, rate or extent of natural killer cell differentiation as part of an immune response."
"GO:0032828","positive regulation of natural killer cell differentiation involved in immune response","biological_process","Any process that activates or increases the frequency, rate or extent of natural killer cell differentiation as part of an immune response."
"GO:0032832","regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response","biological_process","Any process that modulates the frequency, rate or extent of differentiation of CD4-positive, CD25-positive, alpha-beta regulatory T cells as part of an immune response."
"GO:0032833","negative regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response","biological_process","Any process that stops, prevents, or reduces the frequency, rate or extent of differentiation of CD4-positive, CD25-positive, alpha-beta regulatory T cells as part of an immune response."
"GO:0032834","positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response","biological_process","Any process that activates or increases the frequency, rate or extent of differentiation of CD4-positive, CD25-positive, alpha-beta regulatory T cells as part of an immune response."
"GO:0033006","regulation of mast cell activation involved in immune response","biological_process","Any process that modulates the frequency, rate, or extent of mast cell activation as part of an immune response."
"GO:0033007","negative regulation of mast cell activation involved in immune response","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of mast cell activation as part of an immune response."
"GO:0033008","positive regulation of mast cell activation involved in immune response","biological_process","Any process that activates or increases the frequency, rate, or extent of mast cell activation as part of an immune response."
"GO:0033069","ansamycin metabolic process","biological_process","The chemical reactions and pathways involving ansamycins, any of a group of complex macrolactam compounds characterized by a cyclic structure in which an aliphatic ansa chain forms a bridge between two non-adjacent positions of a cyclic p-system; many exhibit antibacterial, antifungal or antitumor activity."
"GO:0033070","ansamycin biosynthetic process","biological_process","The chemical reactions and pathways leading to the formation of ansamycins, any of a group of complex macrolactam compounds characterized by a cyclic structure in which an aliphatic ansa chain forms a bridge between two non-adjacent positions of a cyclic p-system; many exhibit antibacterial, antifungal or antitumor activity."
"GO:0033151","V(D)J recombination","biological_process","The process in which immune receptor V, D, and J, or V and J gene segments, depending on the specific receptor, are recombined within a single locus utilizing the conserved heptamer and nonomer recombination signal sequences (RSS)."
"GO:0033660","suppression by symbiont of host resistance gene-dependent defense response","biological_process","Any process in which a symbiont stops, prevents, or reduces the frequency, rate or extent of the resistance gene-dependent defense response of the host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction."
"GO:0033661","effector-mediated defense to host-produced reactive oxygen species","biological_process","A process mediated by a molecule secreted by a symbiont that results in the suppression of reactive oxygen species produced by the host as part of its innate immune response. The host is defined as the larger of the organisms involved in a symbiotic interaction."
"GO:0033662","obsolete modulation by symbiont of host defense-related protein level","biological_process","OBSOLETE. The alternation by a symbiont of the levels of defense-related proteins in its host. The host is defined as the larger of the organisms involved in a symbiotic interaction."
"GO:0033663","obsolete negative regulation by symbiont of host defense-related protein level","biological_process","OBSOLETE. Any process in which the symbiont reduces of the levels of defense-related proteins in its host. The host is defined as the larger of the organisms involved in a symbiotic interaction."
"GO:0033664","obsolete positive regulation by symbiont of host defense-related protein level","biological_process","OBSOLETE. Any process in which the symbiont activates, maintains or increases levels of defense-related proteins in its host. The host is defined as the larger of the organisms involved in a symbiotic interaction."
"GO:0034053","modulation by symbiont of host defense-related programmed cell death","biological_process","Any process in which a symbiont modulates the frequency, rate or extent of defense-related programmed cell death in the host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction."
"GO:0034054","suppression by symbiont of host defense-related programmed cell death","biological_process","Any process in which a symbiont stops, prevents, or reduces the frequency, rate or extent of defense-related programmed cell death in the host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction."
"GO:0034055","effector-mediated induction of programmed cell death in host","biological_process","A symbiont process in which a molecule secreted by the symbiont activates a programmed cell death pathway in the host to suppress the host innate immune response. The host is defined as the larger of the organisms involved in a symbiotic interaction."
"GO:0034776","response to histamine","biological_process","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a histamine stimulus. Histamine, the biogenic amine 2-(1H-imidazol-4-yl)ethanamine, is involved in local immune responses as well as regulating physiological function in the gut and acting as a neurotransmitter."
"GO:0035007","regulation of melanization defense response","biological_process","Any process that affects the rate, extent or location of the melanization defense response during injury or invasion."
"GO:0035008","positive regulation of melanization defense response","biological_process","Any process that increases the rate or extent of the melanization defense response during injury or invasion."
"GO:0035009","negative regulation of melanization defense response","biological_process","Any process that reduces the rate or extent of the melanization defense response. This regulation is critical to limit melanization to the site of injury or infection."
"GO:0035010","encapsulation of foreign target","biological_process","Events resulting in the formation of a multilayered cellular sheath surrounding an invader and thus preventing its development. This defense mechanism is often seen in insects in response to nematodes or parasitoids, which are too large to be phagocytosed by individual hemocytes. In some organisms the capsule is blackened due to melanization."
"GO:0035099","hemocyte migration","biological_process","The directed movement of a hemocyte within the embryo. Hemocytes are blood cells associated with a hemocoel (the cavity containing most of the major organs of the arthropod body) which are involved in defense and clotting of hemolymph, but not involved in transport of oxygen. In Drosophila, embryonic hemocytes originate from the head mesoderm as a cluster of cells. The cluster splits into two and one group of cells crosses the amnioserosa. Both populations then spread toward the middle of the embryo and then disperse evenly throughout the embryo."
"GO:0035163","embryonic hemocyte differentiation","biological_process","The process in which a relatively unspecialized cell derived from the embryonic head mesoderm acquires the specialized features of a mature hemocyte. Hemocytes are blood cells associated with a hemocoel (the cavity containing most of the major organs of the arthropod body) which are involved in defense and clotting of hemolymph, but not involved in transport of oxygen."
"GO:0035168","larval lymph gland hemocyte differentiation","biological_process","The process in which a relatively unspecialized cell derived from the larval lymph gland acquires the specialized features of a mature hemocyte. The lymph gland consists of three to six bilaterally paired lobes that are attached to the cardioblasts during larval stages, and it degenerates during pupal stages. Hemocytes are blood cells associated with a hemocoel (the cavity containing most of the major organs of the arthropod body) which are involved in defense and clotting of hemolymph, but not involved in transport of oxygen. An example of this process is found in Drosophila melanogaster."
"GO:0035172","hemocyte proliferation","biological_process","The multiplication or reproduction of hemocytes, resulting in the expansion of the cell population. Hemocytes are blood cells associated with a hemocoel (the cavity containing most of the major organs of the arthropod body) which are involved in defense and clotting of hemolymph, but not involved in transport of oxygen."
"GO:0035206","regulation of hemocyte proliferation","biological_process","Any process that modulates the frequency, rate or extent of hemocyte proliferation. Hemocytes are blood cells associated with a hemocoel (the cavity containing most of the major organs of the arthropod body) which are involved in defense and clotting of hemolymph, but not involved in transport of oxygen. An example of this is found in Drosophila melanogaster."
"GO:0035207","negative regulation of hemocyte proliferation","biological_process","Any process that stops, prevents or reduces the rate or extent of hemocyte proliferation. Hemocytes are blood cells associated with a hemocoel (the cavity containing most of the major organs of the arthropod body) which are involved in defense and clotting of hemolymph, but not involved in transport of oxygen. An example of this is found in Drosophila melanogaster."
"GO:0035208","positive regulation of hemocyte proliferation","biological_process","Any process that activates or increases the rate or extent of hemocyte proliferation. Hemocytes are blood cells associated with a hemocoel (the cavity containing most of the major organs of the arthropod body) that are involved in defense and clotting of hemolymph, but not involved in transport of oxygen. An example of this process is found in Drosophila melanogaster."
"GO:0035325","Toll-like receptor binding","molecular_function","Interacting selectively and non-covalently with a Toll-like protein, a pattern recognition receptor that binds pattern motifs from a variety of microbial sources to initiate an innate immune response."
"GO:0035397","helper T cell enhancement of adaptive immune response","biological_process","Positive regulation of an adaptive immune response mediated via cytokine production by helper T cell."
"GO:0035398","helper T cell enhancement of T cell mediated immune response","biological_process","Positive regulation of a T cell mediated immune response mediated via cytokine production by a helper T cell."
"GO:0035399","helper T cell enhancement of B cell mediated immune response","biological_process","Positive regulation of a B cell mediated immune response mediated via cytokine production by a helper T cell."
"GO:0035419","obsolete activation of MAPK activity involved in innate immune response","biological_process","OBSOLETE. Any process that initiates the activity of the inactive enzyme MAP kinase in the context of an innate immune response, a defense response mediated by germline encoded components that directly recognize components of potential pathogens."
"GO:0035420","MAPK cascade involved in innate immune response","biological_process","A MAPK cascade that contributes to an innate immune response, a defense response mediated by germline encoded components that directly recognize components of potential pathogens."
"GO:0035421","obsolete activation of MAPKK activity involved in innate immune response","biological_process","OBSOLETE. Any process that initiates the activity of the inactive enzyme MAP kinase kinase in the context of an innate immune response, a defense response mediated by germline encoded components that directly recognize components of potential pathogens."
"GO:0035422","obsolete activation of MAPKKK activity involved in innate immune response","biological_process","OBSOLETE. Any process that initiates the activity of the inactive enzyme MAP kinase kinase kinase in the context of an innate immune response, a defense response mediated by germline encoded components that directly recognize components of potential pathogens."
"GO:0035423","inactivation of MAPK activity involved in innate immune response","biological_process","Any process that terminates the activity of the active enzyme MAP kinase in the context of an innate immune response, a defense response mediated by germline encoded components that directly recognize components of potential pathogens."
"GO:0035424","obsolete MAPK import into nucleus involved in innate immune response","biological_process","OBSOLETE. The directed movement of a MAP kinase to the nucleus in the context of an innate immune response, a defense response mediated by germline encoded components that directly recognize components of potential pathogens."
"GO:0035660","MyD88-dependent toll-like receptor 4 signaling pathway","biological_process","Any series of molecular signals generated as a consequence of binding to a toll-like 4 receptor, where the MyD88 adaptor molecule mediates transduction of the signal. Toll-like 4 receptors bind bacterial lipopolysaccharide (LPS) to initiate an innate immune response."
